,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
145,Africa,1900,,138752199.0,,,,,,,,,,,,,,,,,,,48.144,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Africa,1901,,139021447.0,,,,,,,,,,,,,,,,,67.81,4.53,80.634,11.21,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Africa,1902,,139489077.0,,,,,,,,,,,,,,,,,49.068,5.5,119.797,16.71,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Africa,1903,,139992790.0,,,,,,,,,,,,,,,,,35.697,5.965,161.976,22.675,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Africa,1904,,140510536.0,,,,,,,,,,,,,,,,,12.88,2.921,182.165,25.596,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Africa,1905,,141042447.0,,,,,,,,,,,,,,,,,15.171,3.883,209.009,29.479,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Africa,1906,,141588654.0,,,,,,,,,,,,,,,,,14.187,4.182,237.742,33.662,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Africa,1907,,142149308.0,,,,,,,,,,,,,,,,,10.355,3.485,261.324,37.147,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Africa,1908,,142724535.0,,,,,,,,,,,,,,,,,3.723,1.383,269.959,38.53,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Africa,1909,,143305202.0,,,,,,,,,,,,,,,,,14.77,5.691,308.577,44.221,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Africa,1910,,144064903.0,,,,,,,,,,,,,,,,,13.15,5.815,347.313,50.036,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Africa,1911,,144480832.0,,,,,,,,,,,,,,,,,-3.163,-1.583,335.36,48.453,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.241,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Africa,1912,,145067004.0,,,,,,,,,,,,,,,,,6.005,2.909,354.061,51.363,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.333,0.291,2.245,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Africa,1913,,145657208.0,,,,,,,,,,,,,,,,,9.501,4.88,386.131,56.243,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.571,-0.174,1.038,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Africa,1914,,146256012.0,,,,,,,,,,,,,,,,,-1.556,-0.875,378.566,55.367,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.231,1.012,7.952,1.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Africa,1915,,146863516.0,,,,,,,,,,,,,,,,,1.472,0.815,382.548,56.182,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,-0.814,2.376,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Africa,1916,,147479796.0,,,,,,,,,,,,,,,,,18.252,10.254,450.479,66.437,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.667,0.337,4.653,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Africa,1917,,148104957.0,,,,,,,,,,,,,,,,,8.094,5.377,484.883,71.814,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.898,0.919,10.837,1.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Africa,1918,,148713464.0,,,,,,,,,,,,,,,,,-4.225,-3.034,462.495,68.779,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.072,1.686,22.132,3.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Africa,1919,,149572638.0,,,,,,,,,,,,,,,,,3.719,2.558,476.94,71.337,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.495,-0.675,17.495,2.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Africa,1920,,150861520.0,,,,,,,,,,,,,,,,,11.518,8.216,527.328,79.553,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.778,-0.884,11.486,1.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Africa,1921,,152062212.0,,,,,,,,,,,,,,,,,-0.596,-0.474,520.044,79.079,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.819,0.395,13.996,2.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Africa,1922,,153693154.0,,,,,,,,,,,,,,,,,-14.562,-11.515,439.603,67.564,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.918,-0.105,13.167,2.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Africa,1923,,155594335.0,,,,,,,,,,,,,,,,,21.95,14.83,529.544,82.394,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.494,-0.233,11.511,1.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Africa,1924,,157523780.0,,,,,,,,,,,,,,,,,5.455,4.495,551.59,86.889,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.143,0.128,12.182,1.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Africa,1925,,159481926.0,,,,,,,,,,,,,,,,,5.02,4.362,572.17,91.251,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.303,0.198,13.272,2.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Africa,1926,,161469210.0,,,,,,,,,,,,,,,,,7.341,6.699,606.613,97.949,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.396,-0.093,12.533,2.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Africa,1927,,163486087.0,,,,,,,,,,,,,,,,,-1.815,-1.778,588.255,96.172,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.897,0.14,13.232,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Africa,1928,,165533025.0,,,,,,,,,,,,,,,,,1.74,1.673,591.089,97.845,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.624,0.965,18.899,3.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Africa,1929,,167612506.0,,,,,,,,,,,,,,,,,2.231,2.183,596.779,100.028,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.07,19.081,3.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Africa,1930,,169924067.0,,,,,,,,,,,,,,,,,-5.87,-5.872,554.106,94.156,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.364,0.14,19.643,3.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Africa,1931,,171875191.0,,,,,,,,,,,,,,,,,-13.17,-12.4,475.669,81.756,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.045,0.035,19.623,3.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Africa,1932,,174050964.0,,,,,,,,,,,,,,,,,-10.534,-8.612,420.242,73.144,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.207,-0.209,18.175,3.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Africa,1933,,176265430.0,,,,,,,,,,,,,,,,,7.618,5.572,446.574,78.715,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.765,-0.372,15.835,2.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Africa,1934,,178512860.0,,,,,,,,,,,,,,,,,14.806,11.655,506.239,90.37,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,-0.209,14.463,2.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Africa,1935,,180793768.0,,,,,,,,,,,,,,,,,10.924,9.872,554.457,100.242,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.018,-0.465,11.708,2.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Africa,1936,,183108678.0,,,,,,,,,,,,,,,,,8.657,8.678,594.837,108.92,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,0.012,11.623,2.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Africa,1937,,185458104.0,,,,,,,,,,,,,,,,,7.642,8.323,632.181,117.243,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.918,-0.105,10.911,2.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Africa,1938,,187842584.0,,,,,,,,,,,,,,,,,4.858,5.695,654.476,122.938,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.609,0.64,14.178,2.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Africa,1939,,190381812.0,,,,,,,,,,,,,,,,,3.255,4.002,666.766,126.94,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.013,5.14,40.99,7.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Africa,1940,,193306256.0,,,,,,,,,,,,,,,,,4.812,6.108,688.277,133.048,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.195,3.059,56.193,10.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Africa,1941,,195943401.0,,,,,,,,,,,,,,,,,7.466,9.933,729.707,142.981,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.37,3.408,72.827,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Africa,1942,,198975492.0,,,,,,,,,,,,,,,,,9.864,14.103,789.467,157.085,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.26,-0.465,69.379,13.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Africa,1943,,202181814.0,,,,,,,,,,,,,,,,,1.772,2.784,790.717,159.869,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.677,1.198,74.204,15.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Africa,1944,,205448384.0,,,,,,,,,,,,,,,,,11.063,17.687,864.234,177.555,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.271,0.791,76.874,15.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Africa,1945,,208776384.0,,,,,,,,,,,,,,,,,1.443,2.561,862.726,180.117,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.368,-0.058,75.37,15.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Africa,1946,,212172008.0,,,,,,,,,,,,,,,,,1.082,1.949,858.104,182.066,,,,,,,,,,,,,,,,,,,,,,,,,0.843,3.971,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.026,-0.791,70.436,14.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Africa,1947,,215621479.0,,,,,,,,,,,,,,,,,-0.843,-1.534,837.262,180.532,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.908,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.047,0.605,72.114,15.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Africa,1948,,219141050.0,,,,,,,,,,,,,,,,,3.155,5.695,849.805,186.227,,,,,,,,,,,,,,,,,,,,,,,,2.899,0.024,3.956,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,6.478,100.516,22.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Africa,1949,,223001287.0,,,,,,,,,,,,,,,,,6.564,12.224,889.911,198.451,,,,,,,,,,,,,,,,,,,,,,,,1.408,0.012,3.943,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.753,4.792,120.263,26.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Africa,1950,,227549730.0,,,,,,,,,,,,,,,,,4.61,9.148,912.324,207.599,,,,,,,,,,,,,,,,,,,,,,,,5.536,0.049,4.078,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.874,3.989,135.39,30.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Africa,1951,,232484439.0,,,,,,,,,,,,,,,,,1.392,2.89,905.388,210.489,,,,,,,,,,,,,,,,,,,,,,,,7.878,0.073,4.306,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.834,-2.721,120.81,28.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Africa,1952,,237586485.0,,,,,,,,,,,,,,,,,5.927,12.476,938.455,222.964,,,,,,,,,,,,,,,,,,,,,,,,2.423,0.024,4.315,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.478,0.977,122.328,29.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Africa,1953,,242837870.0,,,,,,,,,,,,,,,,,3.101,6.914,946.631,229.878,,,,,,,,,,,,,,,,,,,,,,,,8.272,0.085,4.571,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.601,0.465,121.598,29.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Africa,1954,,248245229.0,,,,,,,,,,,,,,,,,2.624,6.032,950.31,235.91,,,,,,,,,,,,,,,,,,,,,,,,10.925,0.121,4.96,1.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.888,-4.396,101.24,25.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Africa,1955,,253848117.0,,,,,,,,,,,,,,,,,10.722,25.293,1028.974,261.203,,,,,,,,,,,,,,,,,,,,,,,,-0.978,-0.012,4.803,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.468,-2.128,90.622,23.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Africa,1956,,259631766.0,,,,,,,,,,,,,,,,,4.708,12.297,1053.417,273.501,,,,,,,,,,,,,,,,,,,,,,,,10.989,0.134,5.212,1.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.561,-1.279,83.676,21.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Africa,1957,,265515596.0,,,,,,,,,,,,,,,,,3.978,10.879,1071.045,284.379,,,,,,,,,,,,,,,,,,,,,,,,-0.853,-0.012,5.053,1.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.308,9.409,117.257,31.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Africa,1958,,271429963.0,,,,,,,,,,,,,,,,,4.161,11.834,1091.307,296.213,,,,,,,,,,,,,,,,,,,,,,,,6.396,0.086,5.259,1.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.061,21.19,192.769,52.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Africa,1959,,277648583.0,,,,,,,,,,,,,,,,,-1.581,-4.684,1049.996,291.53,,,,,,,,,,,,,,,,,,,,,,,,15.303,0.218,5.928,1.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.34,15.352,243.743,67.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Africa,1960,,284288223.0,,,,,,,,,,,,,,,,,-6.406,-18.674,959.786,272.856,,,,,,,,,,,,,,,,,,,,,,,,7.419,0.122,6.22,1.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.137,92.807,564.506,160.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Africa,1961,,291177974.0,,,,,,,,,,,,,,,,,11.328,30.908,1043.223,303.764,,,,,,,,,,,,,,,,,,,,,,,,60.776,1.075,9.763,2.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.367,114.532,944.49,275.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Africa,1962,,298334455.0,,,,,,,,,,,,,,,,,3.009,9.141,1048.84,312.905,,,,,,,,,,,,,,,,,,,,,,,,59.692,1.697,15.217,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.27,176.753,1514.298,451.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Africa,1963,,305755585.0,,,,,,,,,,,,,,,,,2.272,7.109,1046.633,320.014,,,,,,,,,,,,,,,,,,,,,,,,34.124,1.549,19.914,6.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.293,213.655,2176.32,665.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Africa,1964,,313466087.0,,,,,,,,,,,,,,,,,6.096,19.509,1083.124,339.523,,,,,,,,,,,,,,,,,,,,,,,,85.973,5.235,36.123,11.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.932,292.332,3055.366,957.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Africa,1965,,321447378.0,,,,,,,,,,,,,1006.374,323.496,,,8.434,28.637,1145.318,368.159,,45.161,,,,,,2228.423,,,,,,2100.505,675.202,,94.26,,,9.572,,,29.778,176.044,19.934,97.241,31.258,,1.336,,,,41.119,43.259,13.906,127.918,,5.74,,,41.119,0.0,0.0,127.918,,5.74,,,,,0.0,0.0,0.0,0.0,,0.0,,,342.134,,,1064.354,28.958,277.347,3842.312,1235.101,,47.763,,,,,,,,,,,,,716.321,,,41.119,,,127.918,,5.74,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0
211,Africa,1966,,329658389.0,,,,,,,,,,,-0.116,-0.374,980.173,323.122,,,-1.023,-3.765,1105.371,364.395,,43.075,,,,4.72,33.813,2275.487,,4.305,29.069,,,2136.364,704.27,,93.886,11.765,1.126,10.698,,,32.452,22.341,6.983,116.002,38.241,,1.426,,11.538,4.744,45.863,47.049,15.51,139.123,,6.114,11.538,4.744,45.863,0.0,0.0,139.123,,6.114,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.276,28.316,370.45,,,1123.739,27.263,336.726,4768.048,1571.827,,49.385,,,,,,,,,,,,,750.133,11.538,4.744,45.863,,,139.123,,6.114,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
212,Africa,1967,,338159967.0,,,,,,,,,,,2.219,7.169,976.732,330.292,,,1.464,5.335,1093.357,369.73,,43.578,,,,1.04,7.801,2241.349,,0.822,5.789,,,2099.772,710.059,,93.683,-1.161,-0.124,10.574,,,31.269,-16.316,-6.24,94.634,32.001,,1.395,,4.388,2.013,47.876,47.879,16.191,141.577,,6.317,4.388,2.013,47.876,0.0,0.0,141.577,,6.317,,,,0.0,0.0,0.0,0.0,0.0,,0.0,-0.339,-1.256,369.194,,,1091.772,10.008,157.31,5113.37,1729.137,,48.71,,,,,,,,,,,,,757.934,4.388,2.013,47.876,,,141.577,,6.317,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
